ID,LATITUDE,LONGITUDE,Dekat_Sekolah,Dekat_Rumah_Sakit,Dekat_Pasar,Dekat_Rumah_Warga,Fasilitas_Umum_Masyarakat,Dilalui_Kendaraan_Umum,Kepadatan_Jalan,Dekat_Penginapan_Kost,Dekat_PT,Dekat_Rumah_Ibadah,Dekat_Stasiun,Dekat_Bandara,Dekat_Terminal,Kota
15,-6.128817,106.843995,0,0,0,1,0,0,2,0,0,1,1,0,0,Jakarta Utara
16,-6.133758,106.828882,0,1,0,0,1,1,2,0,0,1,1,0,0,Jakarta Utara
17,-6.126017,106.916997,1,1,1,1,1,1,2,0,0,1,0,0,0,Jakarta Utara
18,-6.124963,106.916723,1,1,1,1,1,1,2,0,0,1,0,0,0,Jakarta Utara
19,-6.135344,106.923211,1,1,0,1,0,0,1,0,0,1,0,0,0,Jakarta Utara
20,-6.134184,106.921288,1,0,0,1,0,1,2,1,0,1,0,0,0,Jakarta Utara
21,-6.144826,106.895478,1,0,1,0,1,1,1,1,1,1,0,0,0,Jakarta Utara
22,-6.149994,106.880444,1,0,0,1,0,1,2,0,1,1,0,0,0,Jakarta Utara
23,-6.146754,106.855053,1,0,0,1,0,1,2,1,0,0,0,0,0,Jakarta Utara
24,-6.133101,106.91946,0,0,0,1,0,0,1,1,1,1,0,0,0,Jakarta Utara
25,-6.13743,106.788726,0,0,0,1,1,1,3,1,1,1,0,0,0,Jakarta Utara
26,-6.13161,106.827216,0,0,1,0,1,1,2,1,1,1,1,0,0,Jakarta Utara
27,-6.136082,106.824093,0,0,1,0,1,1,3,1,1,1,1,0,0,Jakarta Utara
28,-6.140888,106.826664,0,0,0,1,1,1,3,1,1,1,0,0,0,Jakarta Utara
29,-6.143619,106.821009,0,0,0,1,0,0,1,1,1,1,0,0,0,Jakarta Utara
30,-6.138267,106.921783,1,1,0,1,1,1,2,1,1,1,0,0,0,Jakarta Utara
31,-6.132677,106.920468,1,0,0,1,1,1,2,1,1,1,0,0,0,Jakarta Utara
32,-6.127207,106.907269,0,1,1,1,1,1,3,1,1,1,0,0,0,Jakarta Utara
33,-6.125597,106.905785,1,0,0,1,1,1,2,0,1,0,0,0,0,Jakarta Utara
34,-6.141256,106.952421,1,0,0,1,1,1,1,1,0,1,0,0,0,Jakarta Utara
35,-6.097723,106.962006,1,0,0,1,1,1,2,1,1,1,0,0,0,Jakarta Utara
36,-6.1295,106.843057,0,0,0,1,0,1,2,1,1,1,1,0,0,Jakarta Utara
37,-6.151032,106.876413,1,0,0,1,1,1,2,0,1,1,0,0,0,Jakarta Utara
38,-6.144558,106.881718,0,0,0,0,1,1,2,0,1,0,0,0,0,Jakarta Utara
39,-6.138014,106.784209,0,1,0,0,1,1,2,1,0,1,0,0,0,Jakarta Utara
40,-6.139588,106.785468,0,1,0,1,0,0,2,1,0,1,0,0,0,Jakarta Utara
41,-6.123543,106.740359,0,1,0,0,1,1,3,0,1,0,0,0,0,Jakarta Utara
42,-6.122327,106.783208,0,0,0,0,1,0,3,1,1,0,0,0,0,Jakarta Utara
43,-6.11577,106.777635,0,0,0,0,1,0,2,1,0,0,0,0,0,Jakarta Utara
44,-6.159155,106.885192,1,0,0,0,1,0,2,1,0,1,0,0,0,Jakarta Utara
45,-6.133208,106.908689,1,0,0,1,0,0,2,0,0,0,0,0,0,Jakarta Utara
46,-6.110127,106.899423,1,1,0,0,1,1,2,1,1,0,0,0,0,Jakarta Utara
47,-6.108842,106.89946,1,1,0,0,0,1,3,0,0,0,0,0,0,Jakarta Utara
48,-6.124418,106.87904,1,0,0,1,0,1,2,0,1,1,0,0,0,Jakarta Utara
49,-6.117615,106.881518,1,1,0,0,0,0,2,1,1,0,0,0,0,Jakarta Utara
50,-6.120402,106.872638,1,0,1,1,0,1,3,1,0,0,0,0,,Jakarta Utara
51,-6.167166,106.8342,1,0,1,0,0,0,3,0,1,0,0,0,0,Jakarta Pusat
52,-6.164345,106.8322,0,0,1,0,1,0,3,1,0,1,1,0,0,Jakarta Pusat
53,-6.166352,106.8349,1,0,1,0,1,0,3,0,1,1,1,0,0,Jakarta Pusat
54,-6.162724,106.8361,1,0,0,1,0,0,1,1,1,1,0,0,0,Jakarta Pusat
55,-6.171026,106.845,0,0,0,1,0,0,1,1,1,1,1,0,0,Jakarta Pusat
56,-6.172976,106.8467,1,0,0,1,1,0,1,1,1,1,1,0,0,Jakarta Pusat
57,-6.176958,106.848,1,0,0,1,1,0,2,1,0,1,1,0,0,Jakarta Pusat
58,-6.176609,106.846,1,0,0,1,1,0,2,1,0,1,1,0,0,Jakarta Pusat
59,-6.17374,106.8195,0,0,0,0,1,1,2,1,1,1,1,0,0,Jakarta Pusat
60,-6.173,106.8205,0,0,0,0,1,1,2,1,1,0,1,0,0,Jakarta Pusat
61,-6.172664,106.8169,1,0,0,1,1,0,2,1,1,1,0,0,0,Jakarta Pusat
62,-6.189454,106.8376,0,0,0,0,1,1,3,1,0,1,1,0,0,Jakarta Pusat
63,-6.193122,106.8405,0,1,0,0,1,1,2,0,1,1,0,0,0,Jakarta Pusat
64,-6.186655,106.831,1,0,0,0,1,0,2,1,1,1,1,0,0,Jakarta Pusat
65,-6.18684,106.833,0,0,0,0,1,0,3,0,0,0,1,0,0,Jakarta Pusat
66,-6.138694,106.829656,1,0,1,1,0,0,2,1,1,0,0,0,0,Jakarta Pusat
67,-6.140547,106.815453,1,0,0,0,0,1,3,1,1,0,0,0,0,Jakarta Pusat
68,-6.167966,106.871151,1,1,0,0,1,1,2,1,0,1,0,0,0,Jakarta Pusat
69,-6.176162,106.864621,1,0,0,0,1,1,2,1,1,1,0,0,0,Jakarta Pusat
70,-6.186705,106.830877,1,0,0,0,1,0,2,1,1,0,0,0,0,Jakarta Pusat
71,-6.153109,106.826196,1,0,0,0,1,1,2,1,1,0,1,0,0,Jakarta Pusat
72,-6.152236,106.824402,1,0,0,1,1,1,1,1,1,0,1,0,0,Jakarta Pusat
73,-6.152375,106.823467,1,0,0,1,1,0,1,1,1,0,1,0,0,Jakarta Pusat
74,-6.158019,106.824112,0,0,0,1,0,0,2,1,0,0,0,0,0,Jakarta Pusat
75,-6.205461,106.81939,1,0,0,1,0,0,2,1,0,1,0,0,0,Jakarta Pusat
76,-6.169735,106.847214,1,0,1,1,0,0,3,1,0,1,0,0,0,Jakarta Pusat
77,-6.169247,106.856152,0,0,0,1,1,1,3,1,0,0,0,0,0,Jakarta Pusat
78,-6.141205,106.82666,1,0,0,1,0,1,2,1,1,0,1,0,0,Jakarta Pusat
79,-6.181492,106.894799,1,1,1,1,0,0,1,0,0,0,0,0,0,Jakarta Pusat
80,-6.181376,106.894398,1,1,1,1,0,0,1,0,0,0,0,0,0,Jakarta Pusat
81,-6.186802,106.880809,1,0,0,1,0,1,2,1,1,1,0,0,0,Jakarta Pusat
82,-6.184048,106.88049,1,0,0,1,1,0,2,1,1,1,0,0,0,Jakarta Pusat
83,-6.183635,106.879025,1,0,0,1,1,0,2,1,1,0,0,0,0,Jakarta Pusat
84,-6.182605,106.85059,1,1,0,1,0,0,2,0,0,1,0,0,0,Jakarta Pusat
85,-6.182443,106.850194,1,1,0,1,0,0,2,0,0,1,0,0,0,Jakarta Pusat
86,-6.175077,106.847508,1,0,0,0,1,1,3,1,1,0,0,0,0,Jakarta Pusat
87,-6.260876,106.791657,1,0,0,1,0,0,1,1,0,1,0,0,0,Jakarta Pusat
88,-6.260843,106.789118,1,0,0,1,0,1,2,1,0,0,0,0,0,Jakarta Pusat
89,-6.256411,106.794531,0,0,0,1,1,0,1,1,0,0,0,0,0,Jakarta Pusat
90,-6.245386,106.801324,0,1,1,0,1,1,3,1,0,1,0,0,0,Jakarta Pusat
91,-6.256224,106.794052,0,1,0,1,1,0,2,1,1,1,0,0,0,Jakarta Pusat
92,-6.23328,106.815192,0,0,0,0,1,0,2,1,1,1,1,0,0,Jakarta Pusat
93,-6.229743,106.796238,1,0,0,0,1,0,2,0,1,1,1,0,0,Jakarta Pusat
94,-6.232183,106.791088,1,1,0,0,0,0,2,0,1,1,1,0,0,Jakarta Pusat
95,-6.236528,106.783096,0,0,1,1,0,0,3,0,0,1,1,0,0,Jakarta Pusat
96,-6.236501,106.780027,0,0,1,1,1,1,3,1,0,1,0,0,0,Jakarta Pusat
97,-6.145827,106.826356,1,0,0,1,1,0,2,1,0,1,1,0,0,Jakarta Pusat
98,-6.192488,106.854673,1,1,0,1,1,1,2,1,1,1,1,0,0,Jakarta Pusat
99,-6.193795,106.852842,1,1,0,0,1,0,2,1,1,0,1,0,0,Jakarta Pusat
100,-6.173372,106.842269,0,0,0,0,1,1,3,0,0,1,1,0,1,Jakarta Pusat
101,-6.205129,106.873173,0,0,0,1,0,1,2,1,1,1,0,0,0,Jakarta Timur
102,-6.20772,106.872051,1,1,0,1,1,1,3,1,0,0,0,0,0,Jakarta Timur
103,-6.214287,106.872637,1,1,0,1,0,1,2,1,1,1,0,0,0,Jakarta Timur
104,-6.211309,106.872469,0,0,0,1,1,1,3,1,1,1,0,0,0,Jakarta Timur
105,-6.208543,106.869409,0,0,0,1,1,0,2,1,1,1,0,0,0,Jakarta Timur
106,-6.205733,106.87147,0,0,0,1,0,1,2,1,0,1,0,0,0,Jakarta Timur
107,-6.203553,106.869875,1,1,0,1,0,1,3,1,0,0,0,0,0,Jakarta Timur
108,-6.197373,106.868868,1,0,0,1,1,1,2,1,0,1,0,0,0,Jakarta Timur
109,-6.194268,106.868498,0,0,0,1,1,1,3,1,1,1,0,0,0,Jakarta Timur
110,-6.192904,106.864757,0,0,0,0,1,1,2,1,1,0,0,0,0,Jakarta Timur
111,-6.200908,106.855615,1,1,0,0,1,1,3,1,1,1,0,0,0,Jakarta Timur
112,-6.198352,106.856839,1,0,1,1,1,0,2,1,1,1,0,0,0,Jakarta Timur
113,-6.205446,106.859021,1,1,1,1,1,0,2,1,1,1,0,0,0,Jakarta Timur
114,-6.200894,106.863239,1,0,0,1,0,1,2,1,0,1,0,0,0,Jakarta Timur
115,-6.195674,106.868145,1,1,0,1,1,1,2,1,1,1,0,0,0,Jakarta Timur
116,-6.199543,106.864663,1,0,0,1,0,1,1,1,1,0,0,0,0,Jakarta Timur
117,-6.20877,106.859567,1,0,0,0,1,1,3,1,1,1,0,0,0,Jakarta Timur
118,-6.19362,106.867359,0,0,0,1,1,1,2,1,1,1,0,0,0,Jakarta Timur
119,-6.197372,106.861708,1,0,0,1,0,1,2,1,1,1,0,0,0,Jakarta Timur
120,-6.205694,106.866864,0,1,0,1,1,1,2,1,1,1,0,0,0,Jakarta Timur
121,-6.215623,106.868549,0,0,1,1,1,1,2,1,1,1,1,0,0,Jakarta Timur
122,-6.216596,106.871326,1,0,1,1,1,1,2,1,1,1,0,0,0,Jakarta Timur
123,-6.217831,106.872158,0,0,0,1,1,1,1,1,0,1,0,0,0,Jakarta Timur
124,-6.220226,106.871089,1,0,0,1,0,0,1,1,1,1,0,0,0,Jakarta Timur
